Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
2849,City,164,Trip Completed,13-07-2016 05:29,13-07-2016 06:34
4573,City,164,Trip Completed,14-07-2016 09:47,14-07-2016 10:47
5095,City,164,Trip Completed,14-07-2016 19:48,14-07-2016 20:55
741,Airport,165,Trip Completed,11-07-2016 15:39,11-07-2016 16:27
1873,City,165,Trip Completed,12-07-2016 09:59,12-07-2016 10:44
2134,Airport,165,Trip Completed,12-07-2016 17:14,12-07-2016 17:44
3461,Airport,165,Trip Completed,13-07-2016 17:04,13-07-2016 18:07
3711,Airport,165,Trip Completed,13-07-2016 19:47,13-07-2016 20:46
5001,Airport,165,Trip Completed,14-07-2016 18:59,14-07-2016 19:35
248,City,166,Trip Completed,11-07-2016 06:38,11-07-2016 07:45
1321,Airport,166,Trip Completed,11-07-2016 23:01,12-07-2016 00:05
1997,City,166,Trip Completed,12-07-2016 13:02,12-07-2016 13:57
2544,City,166,Trip Completed,12-07-2016 21:22,12-07-2016 21:51
3863,City,166,Trip Completed,13-07-2016 21:44,13-07-2016 22:50
4336,City,166,Trip Completed,14-07-2016 07:14,14-07-2016 08:34
4754,City,166,Trip Completed,14-07-2016 15:24,14-07-2016 16:18
6620,City,166,Trip Completed,15-07-2016 21:48,15-07-2016 22:36
500,Airport,167,Trip Completed,11-07-2016 09:38,11-07-2016 10:12
1518,City,167,Trip Completed,12-07-2016 05:50,12-07-2016 06:38
3082,City,167,Trip Completed,13-07-2016 08:10,13-07-2016 08:50
3478,Airport,167,Trip Completed,13-07-2016 17:19,13-07-2016 17:53
4539,City,167,Trip Completed,14-07-2016 09:35,14-07-2016 10:46
4791,City,167,Trip Completed,14-07-2016 16:43,14-07-2016 17:32
5263,City,167,Trip Completed,14-07-2016 21:30,14-07-2016 21:59
1679,City,168,Trip Completed,12-07-2016 07:46,12-07-2016 08:24
2276,Airport,168,Trip Completed,12-07-2016 18:38,12-07-2016 19:46
2747,Airport,168,Trip Completed,13-07-2016 03:17,13-07-2016 03:54
3370,City,168,Trip Completed,13-07-2016 13:56,13-07-2016 14:56
3741,Airport,168,Trip Completed,13-07-2016 20:14,13-07-2016 21:21
4266,Airport,168,Trip Completed,14-07-2016 06:10,14-07-2016 06:56
5596,City,168,Trip Completed,15-07-2016 06:08,15-07-2016 06:51
5961,Airport,168,Trip Completed,15-07-2016 10:55,15-07-2016 11:54
6418,City,168,Trip Completed,15-07-2016 19:45,15-07-2016 20:22
759,City,169,Trip Completed,11-07-2016 16:16,11-07-2016 16:47
2524,Airport,169,Trip Completed,12-07-2016 21:09,12-07-2016 21:55
2769,Airport,169,Trip Completed,13-07-2016 04:13,13-07-2016 05:06
5071,Airport,169,Trip Completed,14-07-2016 19:30,14-07-2016 20:17
5287,City,169,Trip Completed,14-07-2016 21:46,14-07-2016 22:35
33,Airport,170,Trip Completed,11-07-2016 02:17,11-07-2016 03:31
2692,City,170,Trip Completed,13-07-2016 00:42,13-07-2016 01:40
2835,City,170,Trip Completed,13-07-2016 05:19,13-07-2016 06:24
3122,Airport,170,Trip Completed,13-07-2016 08:37,13-07-2016 09:13
3465,City,170,Trip Completed,13-07-2016 17:12,13-07-2016 18:03
3857,City,170,Trip Completed,13-07-2016 21:34,13-07-2016 22:46
4343,Airport,170,Trip Completed,14-07-2016 07:17,14-07-2016 08:07
4417,City,170,Trip Completed,14-07-2016 08:13,14-07-2016 09:07
5756,City,170,Trip Completed,15-07-2016 08:03,15-07-2016 08:51
5907,Airport,170,Trip Completed,15-07-2016 09:56,15-07-2016 11:04
699,Airport,171,Trip Completed,11-07-2016 14:02,11-07-2016 15:02
821,City,171,Trip Completed,11-07-2016 17:34,11-07-2016 17:57
2085,City,171,Trip Completed,12-07-2016 15:41,12-07-2016 16:27
2346,Airport,171,Trip Completed,12-07-2016 19:17,12-07-2016 20:04
2704,City,171,Trip Completed,13-07-2016 01:12,13-07-2016 01:58
2901,Airport,171,Trip Completed,13-07-2016 06:04,13-07-2016 07:17
3475,City,171,Trip Completed,13-07-2016 17:19,13-07-2016 17:55
3743,Airport,171,Trip Completed,13-07-2016 20:19,13-07-2016 21:10
5209,Airport,171,Trip Completed,14-07-2016 20:58,14-07-2016 21:59
6674,Airport,171,Trip Completed,15-07-2016 22:25,15-07-2016 23:08
714,City,172,Trip Completed,11-07-2016 14:28,11-07-2016 15:34
792,Airport,172,Trip Completed,11-07-2016 17:01,11-07-2016 17:44
1341,Airport,172,Trip Completed,11-07-2016 23:26,12-07-2016 00:06
1745,City,172,Trip Completed,12-07-2016 08:22,12-07-2016 09:13
1971,City,172,Trip Completed,12-07-2016 12:08,12-07-2016 13:25
2632,City,172,Trip Completed,12-07-2016 22:19,12-07-2016 23:21
2935,City,172,Trip Completed,13-07-2016 06:30,13-07-2016 07:01
3142,Airport,172,Trip Completed,13-07-2016 08:50,13-07-2016 09:59
4516,City,172,Trip Completed,14-07-2016 09:11,14-07-2016 09:57
4605,Airport,172,Trip Completed,14-07-2016 10:14,14-07-2016 11:25
5936,Airport,172,Trip Completed,15-07-2016 10:17,15-07-2016 11:04
6621,City,172,Trip Completed,15-07-2016 21:49,15-07-2016 22:30
752,Airport,173,Trip Completed,11-07-2016 16:03,11-07-2016 17:08
1336,City,173,Trip Completed,11-07-2016 23:17,11-07-2016 23:52
1836,Airport,173,Trip Completed,12-07-2016 09:37,12-07-2016 10:19
2447,Airport,173,Trip Completed,12-07-2016 20:24,12-07-2016 21:36
3517,Airport,173,Trip Completed,13-07-2016 17:46,13-07-2016 18:35
3831,Airport,173,Trip Completed,13-07-2016 21:16,13-07-2016 22:16
4136,City,173,Trip Completed,14-07-2016 04:46,14-07-2016 05:21
4700,Airport,173,Trip Completed,14-07-2016 13:08,14-07-2016 13:54
5484,City,173,Trip Completed,15-07-2016 04:54,15-07-2016 05:47
5900,City,173,Trip Completed,15-07-2016 09:53,15-07-2016 10:44
6634,Airport,173,Trip Completed,15-07-2016 22:03,15-07-2016 22:44
426,City,174,Trip Completed,11-07-2016 08:48,11-07-2016 09:53
1320,City,174,Trip Completed,11-07-2016 22:52,12-07-2016 00:06
1588,City,174,Trip Completed,12-07-2016 06:32,12-07-2016 07:19
2375,Airport,174,Trip Completed,12-07-2016 19:38,12-07-2016 20:38
4411,Airport,174,Trip Completed,14-07-2016 08:09,14-07-2016 08:52
4769,Airport,174,Trip Completed,14-07-2016 15:42,14-07-2016 16:41
5149,City,174,Trip Completed,14-07-2016 20:27,14-07-2016 21:26
5659,City,174,Trip Completed,15-07-2016 07:03,15-07-2016 08:08
545,City,175,Trip Completed,11-07-2016 10:06,11-07-2016 10:42
778,City,175,Trip Completed,11-07-2016 16:39,11-07-2016 17:18
1289,City,175,Trip Completed,11-07-2016 22:26,11-07-2016 22:55
1654,Airport,175,Trip Completed,12-07-2016 07:23,12-07-2016 08:06
1945,Airport,175,Trip Completed,12-07-2016 11:33,12-07-2016 12:44
2460,City,175,Trip Completed,12-07-2016 20:29,12-07-2016 21:40
2877,Airport,175,Trip Completed,13-07-2016 05:49,13-07-2016 07:03
3264,City,175,Trip Completed,13-07-2016 10:21,13-07-2016 11:31
3927,City,175,Trip Completed,13-07-2016 22:22,13-07-2016 23:21
5774,City,175,Trip Completed,15-07-2016 08:29,15-07-2016 09:22
923,City,176,Trip Completed,11-07-2016 18:26,11-07-2016 19:37
1439,City,176,Trip Completed,12-07-2016 04:45,12-07-2016 05:19
2130,City,176,Trip Completed,12-07-2016 17:04,12-07-2016 17:46
2797,City,176,Trip Completed,13-07-2016 04:53,13-07-2016 06:07
3135,Airport,176,Trip Completed,13-07-2016 08:48,13-07-2016 09:21
3525,Airport,176,Trip Completed,13-07-2016 17:48,13-07-2016 18:50
3925,Airport,176,Trip Completed,13-07-2016 22:26,13-07-2016 23:25
4087,City,176,Trip Completed,14-07-2016 02:52,14-07-2016 03:57
4706,City,176,Trip Completed,14-07-2016 13:14,14-07-2016 14:00
5448,Airport,176,Trip Completed,15-07-2016 03:22,15-07-2016 04:27
5645,City,176,Trip Completed,15-07-2016 06:51,15-07-2016 07:35
5862,City,176,Trip Completed,15-07-2016 09:19,15-07-2016 09:56
6079,Airport,176,Trip Completed,15-07-2016 14:21,15-07-2016 15:07
6648,Airport,176,Trip Completed,15-07-2016 22:04,15-07-2016 23:14
863,City,177,Trip Completed,11-07-2016 17:55,11-07-2016 18:43
1324,City,177,Trip Completed,11-07-2016 22:59,12-07-2016 00:05
1666,City,177,Trip Completed,12-07-2016 07:37,12-07-2016 08:49
1797,Airport,177,Trip Completed,12-07-2016 09:15,12-07-2016 09:41
2279,Airport,177,Trip Completed,12-07-2016 18:38,12-07-2016 19:26
2997,City,177,Trip Completed,13-07-2016 07:10,13-07-2016 07:49
3343,Airport,177,Trip Completed,13-07-2016 12:57,13-07-2016 13:42
3625,Airport,177,Trip Completed,13-07-2016 18:57,13-07-2016 20:01
4310,City,177,Trip Completed,14-07-2016 06:48,14-07-2016 07:42
4750,Airport,177,Trip Completed,14-07-2016 15:09,14-07-2016 16:20
5185,Airport,177,Trip Completed,14-07-2016 20:35,14-07-2016 21:49
5978,Airport,177,Trip Completed,15-07-2016 11:27,15-07-2016 12:10
6073,City,177,Trip Completed,15-07-2016 14:02,15-07-2016 14:50
455,City,178,Trip Completed,11-07-2016 09:17,11-07-2016 10:12
651,Airport,178,Trip Completed,11-07-2016 12:45,11-07-2016 13:25
742,City,178,Trip Completed,11-07-2016 15:38,11-07-2016 16:25
828,Airport,178,Trip Completed,11-07-2016 17:35,11-07-2016 18:07
1701,City,178,Trip Completed,12-07-2016 07:58,12-07-2016 08:47
1985,City,178,Trip Completed,12-07-2016 12:24,12-07-2016 13:29
2277,City,178,Trip Completed,12-07-2016 18:39,12-07-2016 19:34
3108,Airport,178,Trip Completed,13-07-2016 08:25,13-07-2016 09:35
3880,Airport,178,Trip Completed,13-07-2016 21:54,13-07-2016 22:35
4252,City,178,Trip Completed,14-07-2016 06:05,14-07-2016 06:46
4646,Airport,178,Trip Completed,14-07-2016 11:49,14-07-2016 12:55
5560,Airport,178,Trip Completed,15-07-2016 05:35,15-07-2016 06:19
483,City,179,Trip Completed,11-07-2016 09:26,11-07-2016 10:04
628,Airport,179,Trip Completed,11-07-2016 12:19,11-07-2016 13:00
2285,City,179,Trip Completed,12-07-2016 18:34,12-07-2016 19:14
4024,Airport,179,Trip Completed,13-07-2016 00:06,13-07-2016 00:42
2952,City,179,Trip Completed,13-07-2016 06:39,13-07-2016 07:56
4631,Airport,179,Trip Completed,14-07-2016 11:16,14-07-2016 12:24
5200,Airport,179,Trip Completed,14-07-2016 20:48,14-07-2016 21:38
5711,City,179,Trip Completed,15-07-2016 07:40,15-07-2016 08:33
6399,Airport,179,Trip Completed,15-07-2016 19:24,15-07-2016 20:01
6453,City,179,Trip Completed,15-07-2016 20:06,15-07-2016 21:02
788,City,180,Trip Completed,11-07-2016 16:53,11-07-2016 17:54
1550,Airport,180,Trip Completed,12-07-2016 06:08,12-07-2016 07:14
2069,Airport,180,Trip Completed,12-07-2016 15:20,12-07-2016 15:55
2593,City,180,Trip Completed,12-07-2016 21:43,12-07-2016 22:35
2943,City,180,Trip Completed,13-07-2016 06:41,13-07-2016 07:15
3649,City,180,Trip Completed,13-07-2016 19:11,13-07-2016 20:21
3942,Airport,180,Trip Completed,13-07-2016 22:36,13-07-2016 23:42
5512,Airport,180,Trip Completed,15-07-2016 05:10,15-07-2016 05:42
5752,City,180,Trip Completed,15-07-2016 08:02,15-07-2016 09:09
6362,City,180,Trip Completed,15-07-2016 19:05,15-07-2016 19:49
1151,Airport,181,Trip Completed,11-07-2016 20:40,11-07-2016 21:38
1812,Airport,181,Trip Completed,12-07-2016 09:16,12-07-2016 10:09
1946,Airport,181,Trip Completed,12-07-2016 11:28,12-07-2016 12:32
2646,City,181,Trip Completed,12-07-2016 22:46,12-07-2016 23:45
3255,Airport,181,Trip Completed,13-07-2016 10:10,13-07-2016 11:20
3431,Airport,181,Trip Completed,13-07-2016 16:03,13-07-2016 16:46
3634,City,181,Trip Completed,13-07-2016 19:00,13-07-2016 19:54
4592,City,181,Trip Completed,14-07-2016 10:09,14-07-2016 10:38
5705,City,181,Trip Completed,15-07-2016 07:32,15-07-2016 08:16
6056,Airport,181,Trip Completed,15-07-2016 13:35,15-07-2016 14:02
325,City,182,Trip Completed,11-07-2016 07:34,11-07-2016 08:44
1015,City,182,Trip Completed,11-07-2016 19:15,11-07-2016 20:11
1308,City,182,Trip Completed,11-07-2016 22:41,11-07-2016 23:54
1667,City,182,Trip Completed,12-07-2016 07:42,12-07-2016 08:03
2436,Airport,182,Trip Completed,12-07-2016 20:15,12-07-2016 20:46
2865,City,182,Trip Completed,13-07-2016 05:42,13-07-2016 06:25
3397,City,182,Trip Completed,13-07-2016 15:00,13-07-2016 15:58
4040,Airport,182,Trip Completed,14-07-2016 00:38,14-07-2016 01:50
4094,City,182,Trip Completed,14-07-2016 03:09,14-07-2016 03:44
4568,Airport,182,Trip Completed,14-07-2016 09:50,14-07-2016 10:22
5105,City,182,Trip Completed,14-07-2016 19:59,14-07-2016 20:37
573,Airport,183,Trip Completed,11-07-2016 10:57,11-07-2016 11:30
789,City,183,Trip Completed,11-07-2016 16:54,11-07-2016 17:36
1525,City,183,Trip Completed,12-07-2016 05:48,12-07-2016 06:46
2786,Airport,183,Trip Completed,13-07-2016 04:54,13-07-2016 05:34
3143,Airport,183,Trip Completed,13-07-2016 08:52,13-07-2016 09:57
3917,City,183,Trip Completed,13-07-2016 22:15,13-07-2016 23:23
4375,City,183,Trip Completed,14-07-2016 07:38,14-07-2016 08:42
6345,City,183,Trip Completed,15-07-2016 18:44,15-07-2016 19:57
169,City,184,Trip Completed,11-07-2016 05:45,11-07-2016 06:48
537,City,184,Trip Completed,11-07-2016 10:05,11-07-2016 10:57
682,City,184,Trip Completed,11-07-2016 13:32,11-07-2016 14:19
1384,City,184,Trip Completed,12-07-2016 01:15,12-07-2016 02:18
2167,Airport,184,Trip Completed,12-07-2016 17:30,12-07-2016 18:30
2295,City,184,Trip Completed,12-07-2016 18:48,12-07-2016 19:12
3109,City,184,Trip Completed,13-07-2016 08:22,13-07-2016 09:18
3293,City,184,Trip Completed,13-07-2016 11:18,13-07-2016 11:52
3444,City,184,Trip Completed,13-07-2016 16:33,13-07-2016 17:49
3660,Airport,184,Trip Completed,13-07-2016 19:22,13-07-2016 19:51
4693,City,184,Trip Completed,14-07-2016 13:01,14-07-2016 14:10
5214,Airport,184,Trip Completed,14-07-2016 20:59,14-07-2016 21:48
5570,City,184,Trip Completed,15-07-2016 05:53,15-07-2016 06:17
6003,Airport,184,Trip Completed,15-07-2016 12:09,15-07-2016 12:57
6663,Airport,184,Trip Completed,15-07-2016 22:22,15-07-2016 23:03
616,Airport,185,Trip Completed,11-07-2016 12:05,11-07-2016 12:48
1056,City,185,Trip Completed,11-07-2016 19:49,11-07-2016 20:28
1903,City,185,Trip Completed,12-07-2016 10:36,12-07-2016 11:32
2643,City,185,Trip Completed,12-07-2016 22:37,12-07-2016 23:34
3291,City,185,Trip Completed,13-07-2016 11:10,13-07-2016 12:31
3965,Airport,185,Trip Completed,13-07-2016 22:50,13-07-2016 23:20
4007,City,185,Trip Completed,13-07-2016 23:46,14-07-2016 00:23
4234,City,185,Trip Completed,14-07-2016 05:59,14-07-2016 07:01
4388,Airport,185,Trip Completed,14-07-2016 07:50,14-07-2016 08:48
4964,City,185,Trip Completed,14-07-2016 18:34,14-07-2016 19:13
5544,City,185,Trip Completed,15-07-2016 05:23,15-07-2016 05:56
6217,City,185,Trip Completed,15-07-2016 17:33,15-07-2016 18:00
1345,Airport,186,Trip Completed,11-07-2016 23:37,12-07-2016 00:09
1874,Airport,186,Trip Completed,12-07-2016 09:56,12-07-2016 10:42
2413,City,186,Trip Completed,12-07-2016 20:02,12-07-2016 21:16
3068,City,186,Trip Completed,13-07-2016 07:59,13-07-2016 08:49
3452,City,186,Trip Completed,13-07-2016 16:52,13-07-2016 17:25
4031,City,186,Trip Completed,14-07-2016 00:22,14-07-2016 00:55
4438,Airport,186,Trip Completed,14-07-2016 08:27,14-07-2016 09:12
5521,Airport,186,Trip Completed,15-07-2016 05:19,15-07-2016 06:27
5832,City,186,Trip Completed,15-07-2016 09:00,15-07-2016 09:55
5990,Airport,186,Trip Completed,15-07-2016 11:43,15-07-2016 12:40
6254,City,186,Trip Completed,15-07-2016 17:57,15-07-2016 18:50
320,City,187,Trip Completed,11-07-2016 07:32,11-07-2016 08:44
717,City,187,Trip Completed,11-07-2016 14:52,11-07-2016 15:46
2074,City,187,Trip Completed,12-07-2016 15:32,12-07-2016 16:24
4576,Airport,187,Trip Completed,14-07-2016 09:57,14-07-2016 11:13
5503,City,187,Trip Completed,15-07-2016 05:11,15-07-2016 06:01
173,City,188,Trip Completed,11-07-2016 05:45,11-07-2016 06:30
698,City,188,Trip Completed,11-07-2016 14:00,11-07-2016 14:49
2039,Airport,188,Trip Completed,12-07-2016 14:29,12-07-2016 15:18
2467,Airport,188,Trip Completed,12-07-2016 20:34,12-07-2016 21:41
2676,Airport,188,Trip Completed,12-07-2016 23:53,13-07-2016 00:26
3038,City,188,Trip Completed,13-07-2016 07:37,13-07-2016 08:33
4003,Airport,188,Trip Completed,13-07-2016 23:40,14-07-2016 00:38
4126,City,188,Trip Completed,14-07-2016 04:40,14-07-2016 05:53
4611,City,188,Trip Completed,14-07-2016 10:34,14-07-2016 11:19
4975,City,188,Trip Completed,14-07-2016 18:42,14-07-2016 19:18
5664,City,188,Trip Completed,15-07-2016 07:03,15-07-2016 07:46
6006,Airport,188,Trip Completed,15-07-2016 12:17,15-07-2016 13:25
6329,City,188,Trip Completed,15-07-2016 18:43,15-07-2016 19:36
2779,Airport,189,Trip Completed,13-07-2016 04:46,13-07-2016 05:41
4216,Airport,189,Trip Completed,14-07-2016 05:38,14-07-2016 06:36
4711,Airport,189,Trip Completed,14-07-2016 13:18,14-07-2016 13:56
4825,City,189,Trip Completed,14-07-2016 17:22,14-07-2016 18:17
6175,City,189,Trip Completed,15-07-2016 16:55,15-07-2016 17:49
2445,City,190,Trip Completed,12-07-2016 20:18,12-07-2016 21:04
2714,Airport,190,Trip Completed,13-07-2016 01:52,13-07-2016 02:51
3089,Airport,190,Trip Completed,13-07-2016 08:11,13-07-2016 08:53
3462,Airport,190,Trip Completed,13-07-2016 17:10,13-07-2016 17:52
4462,Airport,190,Trip Completed,14-07-2016 08:40,14-07-2016 09:22
4698,City,190,Trip Completed,14-07-2016 13:07,14-07-2016 14:13
5098,Airport,190,Trip Completed,14-07-2016 19:50,14-07-2016 20:27
6711,City,190,Trip Completed,15-07-2016 23:07,16-07-2016 00:11
146,Airport,191,Trip Completed,11-07-2016 05:29,11-07-2016 06:08
652,Airport,191,Trip Completed,11-07-2016 12:43,11-07-2016 13:29
1947,Airport,191,Trip Completed,12-07-2016 11:33,12-07-2016 12:09
2236,Airport,191,Trip Completed,12-07-2016 18:16,12-07-2016 19:07
3393,City,191,Trip Completed,13-07-2016 14:42,13-07-2016 15:58
4577,Airport,191,Trip Completed,14-07-2016 09:54,14-07-2016 10:58
4932,City,191,Trip Completed,14-07-2016 18:17,14-07-2016 18:53
5419,City,191,Trip Completed,15-07-2016 02:01,15-07-2016 02:34
5766,City,191,Trip Completed,15-07-2016 08:19,15-07-2016 09:18
6261,Airport,191,Trip Completed,15-07-2016 18:07,15-07-2016 19:07
800,Airport,192,Trip Completed,11-07-2016 17:13,11-07-2016 17:56
1484,Airport,192,Trip Completed,12-07-2016 05:19,12-07-2016 05:55
1989,Airport,192,Trip Completed,12-07-2016 12:30,12-07-2016 13:01
3850,Airport,192,Trip Completed,13-07-2016 21:27,13-07-2016 22:05
4441,City,192,Trip Completed,14-07-2016 08:32,14-07-2016 09:19
4783,Airport,192,Trip Completed,14-07-2016 16:34,14-07-2016 17:21
392,Airport,193,Trip Completed,11-07-2016 08:23,11-07-2016 09:10
653,City,193,Trip Completed,11-07-2016 12:47,11-07-2016 13:53
1283,City,193,Trip Completed,11-07-2016 22:09,11-07-2016 23:18
1860,City,193,Trip Completed,12-07-2016 09:55,12-07-2016 10:32
1910,Airport,193,Trip Completed,12-07-2016 10:41,12-07-2016 11:27
2259,Airport,193,Trip Completed,12-07-2016 18:30,12-07-2016 19:36
2752,Airport,193,Trip Completed,13-07-2016 03:37,13-07-2016 04:19
3385,City,193,Trip Completed,13-07-2016 14:33,13-07-2016 15:21
4915,Airport,193,Trip Completed,14-07-2016 18:12,14-07-2016 19:07
5957,Airport,193,Trip Completed,15-07-2016 10:46,15-07-2016 11:26
5992,City,193,Trip Completed,15-07-2016 11:54,15-07-2016 12:39
6160,Airport,193,Trip Completed,15-07-2016 16:30,15-07-2016 17:39
21,Airport,194,Trip Completed,11-07-2016 01:29,11-07-2016 02:05
106,City,194,Trip Completed,11-07-2016 05:06,11-07-2016 05:38
512,Airport,194,Trip Completed,11-07-2016 09:47,11-07-2016 10:55
760,City,194,Trip Completed,11-07-2016 16:16,11-07-2016 16:54
1098,City,194,Trip Completed,11-07-2016 20:15,11-07-2016 21:03
1314,Airport,194,Trip Completed,11-07-2016 22:44,11-07-2016 23:51
2746,Airport,194,Trip Completed,13-07-2016 03:14,13-07-2016 04:00
3140,Airport,194,Trip Completed,13-07-2016 08:48,13-07-2016 09:41
3314,City,194,Trip Completed,13-07-2016 12:06,13-07-2016 12:50
4157,Airport,194,Trip Completed,14-07-2016 05:04,14-07-2016 05:32
5340,Airport,194,Trip Completed,14-07-2016 22:32,14-07-2016 23:44
6257,Airport,194,Trip Completed,15-07-2016 18:03,15-07-2016 19:04
564,Airport,195,Trip Completed,11-07-2016 10:20,11-07-2016 11:23
1271,Airport,195,Trip Completed,11-07-2016 22:00,11-07-2016 22:38
1647,Airport,195,Trip Completed,12-07-2016 07:13,12-07-2016 07:51
2767,Airport,195,Trip Completed,13-07-2016 04:07,13-07-2016 04:59
3646,Airport,195,Trip Completed,13-07-2016 19:11,13-07-2016 19:48
4865,Airport,195,Trip Completed,14-07-2016 17:37,14-07-2016 18:57
6055,Airport,195,Trip Completed,15-07-2016 13:35,15-07-2016 14:32
6679,Airport,195,Trip Completed,15-07-2016 22:26,15-07-2016 23:08
283,Airport,196,Trip Completed,11-07-2016 07:01,11-07-2016 07:32
489,City,196,Trip Completed,11-07-2016 09:29,11-07-2016 10:21
1559,Airport,196,Trip Completed,12-07-2016 06:09,12-07-2016 06:53
2545,Airport,196,Trip Completed,12-07-2016 21:20,12-07-2016 21:53
3333,City,196,Trip Completed,13-07-2016 12:35,13-07-2016 13:41
4037,Airport,196,Trip Completed,14-07-2016 00:32,14-07-2016 01:17
4578,Airport,196,Trip Completed,14-07-2016 09:59,14-07-2016 11:03
4664,City,196,Trip Completed,14-07-2016 12:23,14-07-2016 12:58
4756,City,196,Trip Completed,14-07-2016 15:20,14-07-2016 16:23
5843,Airport,196,Trip Completed,15-07-2016 09:10,15-07-2016 09:36
6045,City,196,Trip Completed,15-07-2016 13:19,15-07-2016 14:00
6735,Airport,196,Trip Completed,15-07-2016 23:35,16-07-2016 00:11
335,City,197,Trip Completed,11-07-2016 07:39,11-07-2016 08:23
558,City,197,Trip Completed,11-07-2016 10:15,11-07-2016 11:12
844,City,197,Trip Completed,11-07-2016 17:38,11-07-2016 18:48
1186,City,197,Trip Completed,11-07-2016 21:05,11-07-2016 22:16
1705,City,197,Trip Completed,12-07-2016 08:08,12-07-2016 09:00
2469,Airport,197,Trip Completed,12-07-2016 20:43,12-07-2016 21:35
2975,Airport,197,Trip Completed,13-07-2016 06:53,13-07-2016 08:04
3641,City,197,Trip Completed,13-07-2016 19:04,13-07-2016 20:04
4476,Airport,197,Trip Completed,14-07-2016 08:50,14-07-2016 09:38
4969,City,197,Trip Completed,14-07-2016 18:41,14-07-2016 19:09
5737,City,197,Trip Completed,15-07-2016 07:49,15-07-2016 08:58
6102,City,197,Trip Completed,15-07-2016 14:57,15-07-2016 15:30
6721,City,197,Trip Completed,15-07-2016 23:23,16-07-2016 00:18
11,City,198,Trip Completed,11-07-2016 01:00,11-07-2016 01:53
519,City,198,Trip Completed,11-07-2016 09:43,11-07-2016 10:54
1994,Airport,198,Trip Completed,12-07-2016 12:49,12-07-2016 13:48
2483,Airport,198,Trip Completed,12-07-2016 20:46,12-07-2016 21:53
2635,City,198,Trip Completed,12-07-2016 22:26,12-07-2016 23:33
3545,City,198,Trip Completed,13-07-2016 18:00,13-07-2016 18:38
4730,City,198,Trip Completed,14-07-2016 14:12,14-07-2016 15:25
4976,Airport,198,Trip Completed,14-07-2016 18:46,14-07-2016 19:33
5789,Airport,198,Trip Completed,15-07-2016 08:32,15-07-2016 09:15
6030,Airport,198,Trip Completed,15-07-2016 12:54,15-07-2016 14:03
6616,Airport,198,Trip Completed,15-07-2016 21:51,15-07-2016 22:20
165,Airport,199,Trip Completed,11-07-2016 05:39,11-07-2016 06:11
1706,City,199,Trip Completed,12-07-2016 08:11,12-07-2016 09:12
1821,Airport,199,Trip Completed,12-07-2016 09:31,12-07-2016 10:36
2629,City,199,Trip Completed,12-07-2016 22:13,12-07-2016 22:51
5227,Airport,199,Trip Completed,14-07-2016 21:02,14-07-2016 22:19
5374,City,199,Trip Completed,14-07-2016 23:40,15-07-2016 00:46
5823,City,199,Trip Completed,15-07-2016 08:56,15-07-2016 10:07
6007,City,199,Trip Completed,15-07-2016 12:15,15-07-2016 13:03
6736,Airport,199,Trip Completed,15-07-2016 23:36,16-07-2016 00:20
590,City,200,Trip Completed,11-07-2016 11:20,11-07-2016 12:10
779,Airport,200,Trip Completed,11-07-2016 16:40,11-07-2016 17:14
1085,City,200,Trip Completed,11-07-2016 20:03,11-07-2016 20:58
1435,City,200,Trip Completed,12-07-2016 04:46,12-07-2016 05:55
2007,City,200,Trip Completed,12-07-2016 13:24,12-07-2016 14:24
2381,City,200,Trip Completed,12-07-2016 19:41,12-07-2016 20:53
2912,Airport,200,Trip Completed,13-07-2016 06:13,13-07-2016 06:47
3453,Airport,200,Trip Completed,13-07-2016 16:56,13-07-2016 18:07
4180,Airport,200,Trip Completed,14-07-2016 05:18,14-07-2016 05:52
5122,City,200,Trip Completed,14-07-2016 20:04,14-07-2016 20:53
5531,Airport,200,Trip Completed,15-07-2016 05:23,15-07-2016 06:26
6582,City,200,Trip Completed,15-07-2016 21:22,15-07-2016 22:06
406,Airport,201,Trip Completed,11-07-2016 08:36,11-07-2016 09:34
740,Airport,201,Trip Completed,11-07-2016 15:35,11-07-2016 16:15
1312,City,201,Trip Completed,11-07-2016 22:48,11-07-2016 23:37
1540,Airport,201,Trip Completed,12-07-2016 06:04,12-07-2016 06:55
1962,City,201,Trip Completed,12-07-2016 11:59,12-07-2016 13:01
2173,Airport,201,Trip Completed,12-07-2016 17:34,12-07-2016 18:33
3375,City,201,Trip Completed,13-07-2016 14:12,13-07-2016 14:55
3540,City,201,Trip Completed,13-07-2016 17:58,13-07-2016 18:29
4671,City,201,Trip Completed,14-07-2016 12:29,14-07-2016 13:28
5336,Airport,201,Trip Completed,14-07-2016 22:25,14-07-2016 23:41
5734,City,201,Trip Completed,15-07-2016 07:44,15-07-2016 08:53
197,City,202,Trip Completed,11-07-2016 06:00,11-07-2016 06:49
819,Airport,202,Trip Completed,11-07-2016 17:29,11-07-2016 18:12
1527,Airport,202,Trip Completed,12-07-2016 05:52,12-07-2016 07:07
3229,Airport,202,Trip Completed,13-07-2016 09:54,13-07-2016 11:06
4638,City,202,Trip Completed,14-07-2016 11:38,14-07-2016 12:38
5075,City,202,Trip Completed,14-07-2016 19:45,14-07-2016 20:25
5455,City,202,Trip Completed,15-07-2016 03:47,15-07-2016 04:53
